subid,nll_idrnn_all,nll_cp_rnn_all,nll_vanilla_all,nll_cog_em,nll_cog_cp,nll_ill_em,nll_ill_cp
40,0.49096776200000003,0.48999087,0.453922224,0.5533197615234275,0.5882283956491449,0.6028939410970012,0.6247863643078821
41,0.64741302,0.6696218540000001,0.641894532,0.6322645000246004,0.6721250699648038,0.7627977992723198,0.7628893147944007
42,0.547371812,0.549631268,0.518494174,0.6098653428060821,0.663824127045393,0.6834068129838353,0.6826665013412021
46,0.522192526,0.469474708,0.485307242,0.676455628326191,0.7295993041507808,0.7154658869675411,0.7151993176440314
48,0.48995319000000004,0.507850004,0.463160702,0.5763601064447573,0.6507429463483393,0.779191058978136,0.785006494496666
49,0.475098204,0.458895404,0.43807153200000004,0.657902372548362,0.6543365183179182,0.8122340737623968,0.8294319591738574
51,0.540202022,0.5406528159999999,0.53022364,0.5742928236015384,0.6029794457845569,0.6807543209847018,0.6773959791745566
52,0.41494430600000004,0.41264011400000006,0.413812334,0.4635873657857077,0.5166703921147393,0.4932871589290692,0.5336099356449558
53,0.5361682520000001,0.538760598,0.507628996,0.630771080319372,0.6357998898557382,0.675723062851227,0.6959291849361892
55,0.6755825879999999,0.6800558179999999,0.662668014,0.6678418144787788,0.7160805687141352,0.7038430523261346,0.7042006512641928
56,0.455763812,0.44414901999999995,0.429472328,0.4621178286257064,0.4913713271467987,0.4997453222746051,0.5527160213816998
59,0.524758278,0.518785554,0.512276284,0.594217288403582,0.6014735336339149,0.6120634711298325,0.6284016278758039
60,0.532085406,0.5369562800000001,0.496173776,0.6212656124002669,0.638142050568006,0.6506054952153673,0.6613505859857046
61,0.49026487999999996,0.4864473,0.46155104199999997,0.5628679304778628,0.5893536040160374,0.6008576930557236,0.6163035778414548
63,0.313983228,0.309963896,0.288309472,0.4954802701219993,0.5336956817005913,0.5469866170597624,0.6037714914557144
64,0.48491254999999994,0.4775389,0.458940344,0.5594501739754956,0.5561401215162619,0.5601125548921639,0.5854091116611596
65,0.503691086,0.500392406,0.453583892,0.6030138434478896,0.6560215025663031,0.6591082262487458,0.6703545306170782
69,0.45108738,0.4445735,0.468526092,0.531857987043391,0.569160699856679,0.5792921056280077,0.6022118760694021
